"","Frequency","Max..ug.g.","Component.Name","CAS..","sample","tissue","name","species"
"14998",0,0,"Terbacil","5902-51-2","X42.HC.2",NA,"HC","Hyla Cinerea"
"14999",0,0,"Terbutylazine—","5915-41-3","X42.HC.2",NA,"HC","Hyla Cinerea"
"15000",0,0,"Fluridone","59756-60-4","X42.HC.2",NA,"HC","Hyla Cinerea"
"15001",0,0,"Fenarimol","60168-88-9","X42.HC.2",NA,"HC","Hyla Cinerea"
"15002",0,0,"Chlorthiophos 1—††","60238-56-4 ","X42.HC.2",NA,"HC","Hyla Cinerea"
"15003",0,0,"Pentachlorobenzene","608-93-5","X42.HC.2",NA,"HC","Hyla Cinerea"
"15004",0,0,"Methacrifos","62610-77-9","X42.HC.2",NA,"HC","Hyla Cinerea"
"15005",0,0,"Penconazole","66246-88-6","X42.HC.2",NA,"HC","Hyla Cinerea"
"15006",0,0,"Metazachlor","67129-08-2","X42.HC.2",NA,"HC","Hyla Cinerea"
"15007",0,0,"Prochloraz","67747-09-5","X42.HC.2",NA,"HC","Hyla Cinerea"
"15008",0,0,"Cyfluthrin 1††","68359-37-5","X42.HC.2",NA,"HC","Hyla Cinerea"
"15009",0,0,"Triflumizole","68694-11-1","X42.HC.2",NA,"HC","Hyla Cinerea"
"15010",0,0,"Flucythrinate 1††","70124-77-5","X42.HC.2",NA,"HC","Hyla Cinerea"
"15011",0,0,"Propanil","709-98-8","X42.HC.2",NA,"HC","Hyla Cinerea"
"15012",0,0,"Endrin","72-20-8","X42.HC.2",NA,"HC","Hyla Cinerea"
"15013",0,0,"Methoxychlor","72-43-5","X42.HC.2",NA,"HC","Hyla Cinerea"
"15014",0,0,"DDD, p,p'-","72-54-8","X42.HC.2",NA,"HC","Hyla Cinerea"
"15015",0,0,"Ethylan","72-56-0","X42.HC.2",NA,"HC","Hyla Cinerea"
"15016",0,0,"Tolylfluanid","731-27-1","X42.HC.2",NA,"HC","Hyla Cinerea"
"15017",0,0,"Phosmet","732-11-6","X42.HC.2",NA,"HC","Hyla Cinerea"
"15018",0,0,"Endrin aldehyde","7421-93-4","X42.HC.2",NA,"HC","Hyla Cinerea"
"15019",0,0,"Heptachlor","76-44-8","X42.HC.2",NA,"HC","Hyla Cinerea"
"15020",0,0,"Flutriafol","76674-21-0","X42.HC.2",NA,"HC","Hyla Cinerea"
"15021",0,0,"Paclobutrazol","76738-62-0","X42.HC.2",NA,"HC","Hyla Cinerea"
"15022",0,0,"Tetramethrin 1††","7696-12-0","X42.HC.2",NA,"HC","Hyla Cinerea"
"15023",0,0,"Pyraclofos","77458-01-6","X42.HC.2",NA,"HC","Hyla Cinerea"
"15024",0,0,"Mevinphos ","7786-34-7","X42.HC.2",NA,"HC","Hyla Cinerea"
"15025",0,0,"Carbophenothion","786-19-6","X42.HC.2",NA,"HC","Hyla Cinerea"
"15026",0,0,"Fluazifop-P-butyl","79241-46-6","X42.HC.2",NA,"HC","Hyla Cinerea"
"15027",0,0,"Tefluthrin","79538-32-2","X42.HC.2",NA,"HC","Hyla Cinerea"
"15028",0,0,"Chlorfenson","80-33-1","X42.HC.2",NA,"HC","Hyla Cinerea"
"15029",0,0,"Etofenprox","80844-07-1","X42.HC.2",NA,"HC","Hyla Cinerea"
"15030",0,0,"Clomazone","81777-89-1","X42.HC.2",NA,"HC","Hyla Cinerea"
"15031",0,0,"Quintozene—","82-68-8","X42.HC.2",NA,"HC","Hyla Cinerea"
"15032",0,0,"Chlozolinate","84332-86-5","X42.HC.2",NA,"HC","Hyla Cinerea"
"15033",0,0,"Flusilazole","85509-19-9","X42.HC.2",NA,"HC","Hyla Cinerea"
"15034",0,0,"Azinphos-methyl","86-50-0","X42.HC.2",NA,"HC","Hyla Cinerea"
"15035",0,0,"Propisochlor","86763-47-5","X42.HC.2",NA,"HC","Hyla Cinerea"
"15036",0,0,"Myclobutanil","88671-89-0","X42.HC.2",NA,"HC","Hyla Cinerea"
"15037",0,0,"Cyhalothrin, lambda-","91465-08-6","X42.HC.2",NA,"HC","Hyla Cinerea"
"15038",0,0,"Allidochlor","93-71-0","X42.HC.2",NA,"HC","Hyla Cinerea"
"15039",0,0,"Fonofos","944-22-9","X42.HC.2",NA,"HC","Hyla Cinerea"
"15040",0,0,"Pyriproxyfen","95737-68-1","X42.HC.2",NA,"HC","Hyla Cinerea"
"15041",0,0,"Diphenamid","957-51-7","X42.HC.2",NA,"HC","Hyla Cinerea"
"15042",0,0,"Endosulfan I","959-98-8","X42.HC.2",NA,"HC","Hyla Cinerea"
"15043",0,0,"Pyridaben","96489-71-3","X42.HC.2",NA,"HC","Hyla Cinerea"
"15044",0,0,"Dicloran","99-30-9","X42.HC.2",NA,"HC","Hyla Cinerea"
"15045",66,0.215665977,"Diphenylamine","122-39-4","X42.HC.3",0.011811117,"HC","Hyla Cinerea"
"15046",25,0.06013552,"Mirex","2385-85-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15047",22,0.05723334,"DDE, o,p'-","3424-82-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15048",11,0.012505471,"N-(2;4-Dimethylphenyl)formamide","60397-77-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15049",2,0.024753088,"Acetochlor","34256-82-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15050",2,0.017075628,"Atrazine","1912-24-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15051",2,0.079443893,"Pendimethalin","40487-42-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15052",2,0.013163784,"2-Phenylphenol","90-43-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15053",2,0.055403708,"Triadimefon","43121-43-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15054",2,0.24722349,"Triadimenol","55219-65-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15055",2,0.004387928,"Dichloroaniline, 3,4'-","95-76-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15056",1,0.02193964,"Tetrahydrophthalimide","1469-48-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15057",1,0.02520246,"Bifenthrin","82657-04-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15058",1,0.043001001,"Fipronil","120068-37-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15059",1,0.022485385,"Methyl parathion","298-00-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15060",1,0.058449908,"Cyprodinil","121552-61-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15061",1,0.028525787,"Endosulfan ether","3369-52-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15062",1,0.042788681,"Dieldrin ","60-57-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15063",1,0.047542979,"Chloropropylate","10/2/5836","X42.HC.3",NA,"HC","Hyla Cinerea"
"15064",1,0.026327568,"Lenacil","8/1/2164","X42.HC.3",NA,"HC","Hyla Cinerea"
"15065",0,0,"Metolachlor","51218-45-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15066",0,0,"Anthraquinone","84-65-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15067",0,0,"Chlorothalonil","1897-45-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15068",0,0,"Tebuconazole","107534-96-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15069",0,0,"Alachlor—","15972-60-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15070",0,0,"Biphenyl","92-52-4","X42.HC.3",NA,"HC","Hyla Cinerea"
"15071",0,0,"Malathion","121-75-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15072",0,0,"DDT, o,p'-","789-02-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15073",0,0,"Endosulfan II","33213-65-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15074",0,0,"Permethrin, trans-","61949-77-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15075",0,0,"Flutolanil","66332-96-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15076",0,0,"Endosulfan sulfate","1031-07-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15077",0,0,"Fludioxonil","131341-86-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15078",0,0,"Pretilachlor","51218-49-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15079",0,0,"Nonachlor, trans-","39765-80-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15080",0,0,"Chlordane","57-74-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15081",0,0,"DDE, p,p'-","72-55-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15082",0,0,"Dichlorobenzophenone, 4,4'-","90-98-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15083",0,0,"DDD, o,p'-","53-19-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15084",0,0,"Fenson","80-38-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15085",0,0,"Bioallethrin—","584-79-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15086",0,0,"Piperonyl butoxide","51-03-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15087",0,0,"Permethrin, cis-—","61949-76-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15088",0,0,"Fenvalerate 1††","51630-58-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15089",0,0,"Acrinathrin","101007-06-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15090",0,0,"Chlorpropham","101-21-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15091",0,0,"Imidacloprid-D4","1015855-75-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15092",0,0,"Heptachlor epoxide","1024-57-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15093",0,0,"tau-Fluvalinate 1††","102851-06-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15094",0,0,"Chlorbenside","103-17-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15095",0,0,"Resmethrin 1††","10453-86-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15096",0,0,"Dichlofluanid","1085-98-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15097",0,0,"Pebulate","1114-71-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15098",0,0,"Cycloate","1134-23-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15099",0,0,"MGK 264 1††","113-48-4","X42.HC.3",NA,"HC","Hyla Cinerea"
"15100",0,0,"Endosulfan","115-29-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15101",0,0,"Tetradifon","116-29-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15102",0,0,"Tecnazene","117-18-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15103",0,0,"Transfluthrin","118712-89-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15104",0,0,"Hexachlorobenzene","118-74-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15105",0,0,"Pyridaphenthion","119-12-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15106",0,0,"Tebufenpyrad","119168-77-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15107",0,0,"Diclobenil","1194-65-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15108",0,0,"Thiacloprid","11988-49-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15109",0,0,"Fenitrothion","122-14-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15110",0,0,"Chlorfenapyr","122453-73-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15111",0,0,"Clothianidin-D3","126776-24-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15112",0,0,"Carfentrazone ethyl","128639-02-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15113",0,0,"Thiamethoxam-D3","1294048-82-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15114",0,0,"Terbufos","13071-79-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15115",0,0,"Bromfenvinphos-methyl","13104-21-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15116",0,0,"Captan","133-06-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15117",0,0,"Folpet","133-07-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15118",0,0,"Pyrazophos","13457-18-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15119",0,0,"Acetamiprid-D3","1353869-35-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15120",0,0,"Acetamiprid","135410-20-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15121",0,0,"Quinalphos","13593-03-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15122",0,0,"Fluquinconazole","136426-54-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15123",0,0,"Imidacloprid","138261-41-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15124",0,0,"Nitenpyram","150824-47-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15125",0,0,"Thiamethoxam","153719-23-4","X42.HC.3",NA,"HC","Hyla Cinerea"
"15126",0,0,"Trifluralin","1582-09-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15127",0,0,"Dinotefuran","165252-70-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15128",0,0,"Edifenphos","17109-49-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15129",0,0,"Thiacloprid-D4","1793071-39-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15130",0,0,"Iodofenfos","18181-70-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15131",0,0,"Bromopropylate","18181-80-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15132",0,0,"Pentachlorothioanisole","1825-19-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15133",0,0,"Pentachloroanisole","1825-21-4","X42.HC.3",NA,"HC","Hyla Cinerea"
"15134",0,0,"Nitrofen","1836-75-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15135",0,0,"Chlorthal-dimethyl","1861-32-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15136",0,0,"Benfluralin","1861-40-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15137",0,0,"Propachlor","1918-16-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15138",0,0,"Oxadiazon","19666-30-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15139",0,0,"Pentachlorobenzonitrile","20925-85-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15140",0,0,"EPN","2104-64-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15141",0,0,"Bromophos-methyl","2104-96-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15142",0,0,"Clothianidin","210880-92-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15143",0,0,"4,4'-Methoxychlor olefin","2132-70-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15144",0,0,"Leptophos","21609-90-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15145",0,0,"Fenamiphos","22224-92-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15146",0,0,"Tetrachlorvinphos","22248-79-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15147",0,0,"Diallate 1††","2303-16-4","X42.HC.3",NA,"HC","Hyla Cinerea"
"15148",0,0,"Triallate","2303-17-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15149",0,0,"Phosalone","2310-17-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15150",0,0,"Propargite—","2312-35-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15151",0,0,"Pirimiphos-ethyl","23505-41-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15152",0,0,"Propyzamide","23950-58-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15153",0,0,"Triazophos","24017-47-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15154",0,0,"Captafol","6/1/2425","X42.HC.3",NA,"HC","Hyla Cinerea"
"15155",0,0,"Etridazole","2593-15-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15156",0,0,"Phenothrin 1††","26002-80-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15157",0,0,"Profluralin","26399-36-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15158",0,0,"Azinphos-ethyl","2642-71-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15159",0,0,"Chloroneb","2675-77-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15160",0,0,"Norflurazon","27314-13-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15161",0,0,"Prodiamine","29091-21-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15162",0,0,"Chlorpyrifos","2921-88-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15163",0,0,"Pirimiphos-methyl","29232-93-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15164",0,0,"Phorate","298-02-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15165",0,0,"Disulfoton","298-04-4","X42.HC.3",NA,"HC","Hyla Cinerea"
"15166",0,0,"Fenchlorphos","299-84-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15167",0,0,"2,4'-Methoxychlor","30667-99-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15168",0,0,"Aldrin","309-00-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15169",0,0,"BHC, alpha-","319-84-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15170",0,0,"BHC, beta-","319-85-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15171",0,0,"BHC, delta-","319-86-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15172",0,0,"Procymidone","32809-16-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15173",0,0,"Linuron","330-55-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15174",0,0,"Fluchloralin","33245-39-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15175",0,0,"Diazinon","333-41-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15176",0,0,"Bromfenvinphos","33399-00-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15177",0,0,"Isopropalin","33820-53-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15178",0,0,"Prothiofos","34643-46-4","X42.HC.3",NA,"HC","Hyla Cinerea"
"15179",0,0,"Tetrachloroaniline, 2,3,5,6-","3481-20-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15180",0,0,"Sulprofos","35400-43-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15181",0,0,"Iprodione","36734-19-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15182",0,0,"Sulfotep","3689-24-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15183",0,0,"Fenpropathrin","39515-41-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15184",0,0,"Profenofos","41198-08-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15185",0,0,"Bupirimate","41483-43-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15186",0,0,"Tricyclazole","41814-78-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15187",0,0,"Isazophos","42509-80-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15188",0,0,"Oxyfluorfen","42874-03-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15189",0,0,"Isodrin","465-73-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15190",0,0,"Chlorfenvinphos 1††","470-90-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15191",0,0,"Nitralin","4726-14-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15192",0,0,"Bromophos-ethyl","4824-78-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15193",0,0,"DDT, p,p'-","50-29-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15194",0,0,"Vinclozolin","50471-44-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15195",0,0,"Dimethachlor","50563-36-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15196",0,0,"Chlorobenzilate","510-15-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15197",0,0,"Chlordane, cis-","5103-71-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15198",0,0,"Nonachlor, cis-","5103-73-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15199",0,0,"Chlordane, trans-","5103-74-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15200",0,0,"Hexazinone","51235-04-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15201",0,0,"Cypermethrin 1††","52315-07-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15202",0,0,"Pentachloroaniline","527-20-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15203",0,0,"Deltamethrin","52918-63-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15204",0,0,"Pyrimethanil","53112-28-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15205",0,0,"Endrin ketone","53494-70-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15206",0,0,"Ethalfluralin","55283-68-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15207",0,0,"Fenthion","55-38-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15208",0,0,"Chlorpyrifos-methyl","5598-13-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15209",0,0,"Ethion","563-12-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15210",0,0,"Parathion","56-38-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15211",0,0,"Coumaphos","56-72-4","X42.HC.3",NA,"HC","Hyla Cinerea"
"15212",0,0,"Tolclofos-methyl","57018-04-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15213",0,0,"Metalaxyl—","57837-19-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15214",0,0,"Acequinocyl","57960-19-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15215",0,0,"BHC, gamma-","58-89-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15216",0,0,"Terbacil","5902-51-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15217",0,0,"Terbutylazine—","5915-41-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15218",0,0,"Fluridone","59756-60-4","X42.HC.3",NA,"HC","Hyla Cinerea"
"15219",0,0,"Fenarimol","60168-88-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15220",0,0,"Chlorthiophos 1—††","60238-56-4 ","X42.HC.3",NA,"HC","Hyla Cinerea"
"15221",0,0,"Pentachlorobenzene","608-93-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15222",0,0,"Methacrifos","62610-77-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15223",0,0,"Penconazole","66246-88-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15224",0,0,"Metazachlor","67129-08-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15225",0,0,"Prochloraz","67747-09-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15226",0,0,"Cyfluthrin 1††","68359-37-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15227",0,0,"Triflumizole","68694-11-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15228",0,0,"Flucythrinate 1††","70124-77-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15229",0,0,"Propanil","709-98-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15230",0,0,"Endrin","72-20-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15231",0,0,"Methoxychlor","72-43-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15232",0,0,"DDD, p,p'-","72-54-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15233",0,0,"Ethylan","72-56-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15234",0,0,"Tolylfluanid","731-27-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15235",0,0,"Phosmet","732-11-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15236",0,0,"Endrin aldehyde","7421-93-4","X42.HC.3",NA,"HC","Hyla Cinerea"
"15237",0,0,"Heptachlor","76-44-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15238",0,0,"Flutriafol","76674-21-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15239",0,0,"Paclobutrazol","76738-62-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15240",0,0,"Tetramethrin 1††","7696-12-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15241",0,0,"Pyraclofos","77458-01-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15242",0,0,"Mevinphos ","7786-34-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15243",0,0,"Carbophenothion","786-19-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15244",0,0,"Fluazifop-P-butyl","79241-46-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15245",0,0,"Tefluthrin","79538-32-2","X42.HC.3",NA,"HC","Hyla Cinerea"
"15246",0,0,"Chlorfenson","80-33-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15247",0,0,"Etofenprox","80844-07-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15248",0,0,"Clomazone","81777-89-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15249",0,0,"Quintozene—","82-68-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15250",0,0,"Chlozolinate","84332-86-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15251",0,0,"Flusilazole","85509-19-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15252",0,0,"Azinphos-methyl","86-50-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15253",0,0,"Propisochlor","86763-47-5","X42.HC.3",NA,"HC","Hyla Cinerea"
"15254",0,0,"Myclobutanil","88671-89-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15255",0,0,"Cyhalothrin, lambda-","91465-08-6","X42.HC.3",NA,"HC","Hyla Cinerea"
"15256",0,0,"Allidochlor","93-71-0","X42.HC.3",NA,"HC","Hyla Cinerea"
"15257",0,0,"Fonofos","944-22-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15258",0,0,"Pyriproxyfen","95737-68-1","X42.HC.3",NA,"HC","Hyla Cinerea"
"15259",0,0,"Diphenamid","957-51-7","X42.HC.3",NA,"HC","Hyla Cinerea"
"15260",0,0,"Endosulfan I","959-98-8","X42.HC.3",NA,"HC","Hyla Cinerea"
"15261",0,0,"Pyridaben","96489-71-3","X42.HC.3",NA,"HC","Hyla Cinerea"
"15262",0,0,"Dicloran","99-30-9","X42.HC.3",NA,"HC","Hyla Cinerea"
"15263",66,0.215665977,"Diphenylamine","122-39-4","X42.HC.4",0.016257519,"HC","Hyla Cinerea"
"15264",25,0.06013552,"Mirex","2385-85-5","X42.HC.4",NA,"HC","Hyla Cinerea"
"15265",22,0.05723334,"DDE, o,p'-","3424-82-6","X42.HC.4",NA,"HC","Hyla Cinerea"
"15266",11,0.012505471,"N-(2;4-Dimethylphenyl)formamide","60397-77-5","X42.HC.4",NA,"HC","Hyla Cinerea"
"15267",2,0.024753088,"Acetochlor","34256-82-1","X42.HC.4",NA,"HC","Hyla Cinerea"
"15268",2,0.017075628,"Atrazine","1912-24-9","X42.HC.4",NA,"HC","Hyla Cinerea"
"15269",2,0.079443893,"Pendimethalin","40487-42-1","X42.HC.4",NA,"HC","Hyla Cinerea"
"15270",2,0.013163784,"2-Phenylphenol","90-43-7","X42.HC.4",NA,"HC","Hyla Cinerea"
"15271",2,0.055403708,"Triadimefon","43121-43-3","X42.HC.4",NA,"HC","Hyla Cinerea"
"15272",2,0.24722349,"Triadimenol","55219-65-3","X42.HC.4",NA,"HC","Hyla Cinerea"
